Country Name,Country Code,Time,Time Code,Agricultural land (% of land area) [AG.LND.AGRI.ZS],Access to electricity (% of population) [EG.ELC.ACCS.ZS],Employment in agriculture (% of total employment) (modeled ILO estimate) [SL.AGR.EMPL.ZS],Urban population (% of total population) [SP.URB.TOTL.IN.ZS],CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC],Forest area (% of land area) [AG.LND.FRST.ZS],GDP growth (annual %) [NY.GDP.MKTP.KD.ZG],GDP per capita (current US$) [NY.GDP.PCAP.CD],"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]","Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]","Current account balance (BoP, current US$) [BN.CAB.XOKA.CD]",Net migration [SM.POP.NETM],Population growth (annual %) [SP.POP.GROW],"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]","Mortality rate, infant (per 1,000 live births) [SP.DYN.IMRT.IN]","Employment to population ratio, 15+, total (%) (modeled ILO estimate) [SL.EMP.TOTL.SP.ZS]","Total reserves (includes gold, current US$) [FI.RES.TOTL.CD]",Military expenditure (% of GDP) [MS.MIL.XPND.GD.ZS]
Brazil,BRA,2018,YR2018,28.41562848,99.7,9.152946,86.569,2.064261479,59.70842795,1.783666762,9121.020092,3.664850284,12.46,-54793943203,67934,0.793768154,75.109,13.5,55.903,3.7471E+11,1.469677724
Brazil,BRA,2019,YR2019,28.4901295,99.8,8.960098,86.824,2.050770129,59.55852618,1.220777824,8845.323931,3.732976212,12.05,-68021678684,69186,0.766107802,75.338,13.4,56.569,3.56886E+11,1.382797246
Brazil,BRA,2020,YR2020,28.56461856,99.70271301,9.529819,87.073,1.942523356,59.41747805,-3.276758796,6923.700197,3.211768038,13.93,-28207552293,56880,0.665176682,74.009,13.1,51.324,3.55614E+11,1.326660269
Brazil,BRA,2021,YR2021,28.63909446,99.46212006,9.689179,87.317,..,59.2705275,4.988849701,7696.785531,8.301659756,13.34,-46357789405,20376,0.528590453,72.75,12.9,53.651,3.6221E+11,1.163682111
Brazil,BRA,2022,YR2022,..,..,..,87.555,..,..,2.900530615,8917.673898,9.28010609,9.461,-56997407566,..,0.459583548,..,..,57.161,3.24673E+11,1.053422011
Canada,CAN,1998,YR1998,6.830448414,100,2.990998,78.724,16.07657167,38.80348778,3.896151829,21024.50993,0.995942457,8.28,-8999712922,126335,0.829909353,78.62365854,5.4,59.737,24023245895,1.256293902
Canada,CAN,1999,YR1999,6.833125316,100,2.805973,79.103,16.25847341,38.79823481,5.162913624,22315.17429,1.734842951,7.58,845351118.1,143541,0.812842624,78.83902439,5.3,60.563,28650287867,1.241703064
Canada,CAN,2000,YR2000,6.835802217,100,2.515508,79.478,16.75746674,38.79298183,5.177635668,24271.00206,2.719439957,6.83,18494424439,201617,0.931281553,79.16682927,5.3,61.269,32427268296,1.114349802
Canada,CAN,2001,YR2001,6.838162441,100,2.160141,79.81,16.33143678,38.78763071,1.78997288,23821.44559,2.52512014,7.22,15757824511,224357,1.086350966,79.39804878,5.3,61.151,34252695468,1.133356283
Canada,CAN,2002,YR2002,6.925478412,100,2.116884,79.888,16.72041069,38.78227958,3.018050512,24255.33858,2.258394409,7.66,12512912205,206028,1.087447927,79.53073171,5.3,61.739,37189390324,1.116869147
Canada,CAN,2003,YR2003,6.909305467,100,2.107053,79.967,17.20835919,38.77692846,1.801518136,28300.4631,2.758563214,7.57,10432942307,182430,0.901372739,79.71512195,5.3,62.446,36267581049,1.111937307
Canada,CAN,2004,YR2004,6.893132521,100,2.023168,80.045,16.79418597,38.77157733,3.086980809,32143.68141,1.857258719,7.19,23235547976,193282,0.933020777,79.99219512,5.3,62.637,34476385088,1.104189391
Canada,CAN,2005,YR2005,6.876959575,100,2.122047,80.122,17.0275681,38.7662262,3.204200428,36382.50792,2.213552034,6.76,21933097496,204710,0.944466927,80.11268293,5.2,62.601,33018041276,1.107105424
Canada,CAN,2006,YR2006,6.757391315,100,2.112003,80.213,16.59521392,38.76087508,2.634303814,40504.06073,2.002025395,6.32,17990236971,202483,1.010334503,80.54365854,5.2,62.784,35063091947,1.122524729
Canada,CAN,2007,YR2007,6.693145683,100,2.000905,80.396,17.38063077,38.75552395,2.071825031,44659.89514,2.138383993,6.04,11050809836,210817,0.971135141,80.54365854,5.1,63.367,41082108779,1.18579023
Canada,CAN,2008,YR2008,6.62890005,100,1.940858,80.578,16.55942629,38.75017283,1.004289199,46710.50558,2.370270674,6.14,3177944944,237962,1.082907116,80.72463415,5.1,63.412,43872316564,1.245518367
Canada,CAN,2009,YR2009,6.564654418,100,1.954076,80.758,15.50450587,38.7448217,-2.925955647,40876.31015,0.299466803,8.34,-40775263976,240878,1.141758099,81.06609756,5,61.495,54356329767,1.377555631
Canada,CAN,2010,YR2010,6.500408785,100,1.807495,80.937,15.79453766,38.73947058,3.089919462,47562.08343,1.776871541,8.06,-58162670440,227724,1.111864075,81.32219512,5,61.517,57151157771,1.194338338
Canada,CAN,2011,YR2011,6.435683541,100,1.787921,81.096,15.99827172,38.73486407,3.146100491,52223.69611,2.912135089,7.51,-49746988787,228828,0.978697787,81.48268293,4.9,61.7,65818985667,1.193291895
Canada,CAN,2012,YR2012,6.443636169,100,1.752882,81.137,15.73682394,38.73025757,1.760961588,52669.08996,1.515678231,7.29,-64582432569,245309,1.085817263,81.66365854,4.8,61.652,68546343362,1.118404598
Canada,CAN,2013,YR2013,6.451555335,100,1.774879,81.178,15.84080976,38.72565107,2.329122506,52635.17496,0.938291898,7.07,-58110120945,242475,1.056591259,81.74487805,4.8,61.761,71937085416,1.0023672
Canada,CAN,2014,YR2014,6.459474502,100,1.714031,81.218,15.85217722,38.72104457,2.870036075,50955.99832,1.906635907,6.91,-41873919952,195649,1.005337579,81.78439024,4.7,61.43,74699962253,0.989925299
Canada,CAN,2015,YR2015,6.467505206,100,1.643415,81.259,15.64990728,38.71643807,0.659176864,43596.13554,1.125241361,6.91,-54695520050,232738,0.746339478,81.81560976,4.7,61.29,79753521150,1.152709374
Canada,CAN,2016,YR2016,6.474755147,100,1.944528,81.3,15.42182253,38.71201338,1.001394414,42315.60371,1.428759547,7,-47262580270,320494,1.132348655,81.92487805,4.7,61.11,82718110858,1.164161567
Canada,CAN,2017,YR2017,6.454410697,100,1.518612,81.35,15.54719472,38.7078876,3.039880225,45129.4293,1.596884129,6.34,-46235966236,361274,1.199520711,81.83292683,4.6,61.591,86677706697,1.351896465
Canada,CAN,2018,YR2018,6.456819908,100,1.486745,81.411,15.63665416,38.70376294,2.777040554,46547.79518,2.268225672,5.83,-41150336771,417974,1.412455869,81.84390244,4.6,61.597,83925602808,1.317678106
Canada,CAN,2019,YR2019,6.434356244,100,1.510478,81.482,15.05274694,38.69963717,1.888223585,46374.15275,1.949269024,5.66,-34032332331,391914,1.436136823,82.22878049,4.5,61.991,85297110784,1.284512244
Canada,CAN,2020,YR2020,6.370735222,100,1.556357,81.562,13.59937492,38.69551251,-5.074357568,43349.67786,0.716999632,9.46,-35373275364,195181,1.073795827,81.6704878,4.5,57.964,90428136419,1.400835686
Canada,CAN,2021,YR2021,6.484576786,100,1.337711,81.653,..,39.47012793,5.011800875,52358.62164,3.395193185,7.46,-5448166898,195181,0.575421916,82.59660976,4.4,60.216,1.06615E+11,1.267294465
Canada,CAN,2022,YR2022,..,..,..,81.752,..,..,3.396202279,54966.48884,6.802801153,5.209,-6654339568,..,1.823370422,..,..,61.562,1.06952E+11,1.236655913
Chile,CHL,1998,YR1998,20.46852052,97.241124,14.43869,85.477,3.468333322,21.11927664,4.180886627,5467.570877,5.110249545,7.31,-3918430456,4240,1.257835849,75.669,10.1,52.602,16221026833,2.589837226
Chile,CHL,1999,YR1999,20.25467633,96.69554901,14.43377,85.778,3.586506954,21.19607361,-0.273631398,4981.191106,3.336879175,11.16,99338040.68,4988,1.19092711,76.018,9.8,50.328,14970636412,2.713631594
Chile,CHL,2000,YR2000,20.32192293,97.938687,14.43747,86.073,3.284598763,21.27287057,4.971621488,5097.114937,3.843272957,10.49,-897526442.9,5790,1.149041725,76.87,9.2,50.045,15055115211,2.688615886
Chile,CHL,2001,YR2001,20.37572021,97.13436127,13.60369,86.363,3.119374428,21.3950173,3.154034925,4606.890564,3.56910053,10.39,-1100127919,6720,1.115313048,76.773,8.7,49.294,14399463581,2.647049152
Chile,CHL,2002,YR2002,20.933867,97.26668549,13.49798,86.606,3.129989633,21.51716402,3.202799135,4479.175044,2.489398167,10.17,-580075885,7828,1.087929636,77.445,8.3,48.966,15343862167,2.531542942
Chile,CHL,2003,YR2003,20.74557652,98.782325,13.59952,86.665,3.165410522,21.63931075,4.723245269,4824.220541,2.810178757,9.77,-222193545.4,9266,1.047913202,77.387,8.1,49.654,15842927419,2.70297151
Chile,CHL,2004,YR2004,21.43149185,97.53372955,13.14452,86.725,3.431902652,21.76145748,6.674254168,6185.514792,1.054738714,10.16,2821176352,11515,0.996674256,77.616,7.9,49.771,15997301155,2.712290407
Chile,CHL,2005,YR2005,21.36424525,97.6824646,12.71797,86.783,3.460143672,21.8836042,5.837045719,7561.830548,3.052576214,9.34,1824625141,14336,0.977510012,78.016,7.7,50.534,16933297690,2.534762993
Chile,CHL,2006,YR2006,21.24992603,99.368108,12.30888,86.842,3.498597301,22.00575093,6.049990826,9418.062718,3.392017337,9.02,7004224398,17348,0.979795956,78.261,7.6,51.749,19396987007,2.506082143
Chile,CHL,2007,YR2007,21.15847065,98.03926849,11.85849,86.9,3.91463437,22.12789766,5.168230985,10461.36609,4.407799384,8.43,7423002524,20188,0.980589313,77.826,7.6,52.515,16843397511,2.330980634
Chile,CHL,2008,YR2008,20.66551809,98.24531555,11.38525,86.959,4.080770343,22.25004438,3.789392806,10783.17082,8.71626873,9.29,-6698524205,22516,1.00084679,78.484,7.6,53.111,23079229514,2.583652259
Chile,CHL,2009,YR2009,20.17256688,99.593662,11.07608,87.017,3.888128201,22.37219111,-1.118037236,10182.86056,0.353045178,11.31,3220017296,24330,1.026941208,78.741,7.5,51.751,25292079031,2.276507868
Chile,CHL,2010,YR2010,19.67826805,99.52589417,10.6824,87.074,4.101883998,22.49433784,5.851651022,12767.78204,1.41071108,8.41,3068788709,26064,1.009033756,78.501,7.4,53.754,27827450636,2.254240915
Chile,CHL,2011,YR2011,19.18531549,99.588193,10.39257,87.132,4.452800824,22.72857658,6.223896785,14628.57246,3.341216943,7.32,-6833478451,28128,0.991361115,79.11,7.3,55.627,41943889985,2.263612772
Chile,CHL,2012,YR2012,18.69236294,100,10.09425,87.189,4.521602782,22.96281532,6.155340019,15406.49284,3.007448402,6.64,-14228392010,30925,0.974635116,79.023,7.2,55.783,41649256238,2.045880251
Chile,CHL,2013,YR2013,18.19941173,99.6,9.353033,87.246,4.740083124,23.19705406,3.308508247,15833.27592,1.78955554,6.2,-13248567562,36566,0.964976309,79.339,7,56.074,41093252539,1.994622472
Chile,CHL,2014,YR2014,17.70645917,100,9.202718,87.303,4.328593459,23.4312928,1.792649471,14666.34312,4.718675279,6.65,-8981588319,52709,1.006814959,79.473,6.9,56.019,40447379052,1.967106877
Chile,CHL,2015,YR2015,17.21216034,99.714844,9.181175,87.36,4.603236105,23.66553154,2.1519425,13569.94813,4.348773532,6.49,-6631182622,55709,1.029425554,79.746,6.8,56.012,38641176606,1.909623355
Chile,CHL,2016,YR2016,16.71920913,100,9.342858,87.422,4.783525703,23.83086404,1.753038749,13785.6876,3.786193559,6.73,-6534477430,126525,1.189061026,80.079,6.7,55.645,40493293730,1.924158448
Chile,CHL,2017,YR2017,16.22625657,99.7,9.340508,87.49,4.743802419,23.99619653,1.357695373,15045.52785,2.182718469,6.95,-7615781653,214697,1.562055456,80.35,6.5,55.774,38981539754,1.94059253
Chile,CHL,2018,YR2018,15.73330401,100,9.29988,87.564,4.629657059,24.16152903,3.990029478,15795.70814,2.434889814,7.21,-13265293208,237358,1.795962799,80.133,6.3,55.563,39858824175,1.877613957
Chile,CHL,2019,YR2019,15.23900518,100,9.069173,87.643,4.827620075,24.32686152,0.743130031,14627.14502,2.557544757,7.27,-14505468954,230162,1.791391972,80.326,6.1,55.286,40655524238,1.862005397
Chile,CHL,2020,YR2020,14.74605397,100,7.283526,87.727,4.395151064,24.49215367,-6.145246857,13165.38634,3.045490848,11.14,-4952326392,98439,1.360643634,79.377,5.9,49.211,39166118109,2.090774653
Chile,CHL,2021,YR2021,14.25027706,100,6.58244,87.817,..,24.65747271,11.73743107,16247.40102,4.524568383,9.35,-23193387842,113709,0.994344898,78.944,5.6,51.788,51252167800,1.932286917
Chile,CHL,2022,YR2022,..,..,..,87.912,..,..,2.440403398,15355.5065,11.64386671,7.784,-27101823607,..,0.565514128,..,..,54.402,39102338845,1.833981471
China,CHN,1998,YR1998,55.69447063,..,49.80001,33.867,2.605835732,18.43037058,7.845951788,828.5946577,-0.773186012,3.24,31472000000,-439828,0.959550406,71.172,33.8,74.8,1.52843E+11,1.655080691
China,CHN,1999,YR1999,55.69449726,..,50.1,34.865,2.517420763,18.64191163,7.661651501,873.297611,-1.401472683,3.25,21115000000,-492597,0.865851393,71.419,31.9,74.559,1.61414E+11,1.871465914
China,CHN,2000,YR2000,55.69458321,96.74505615,50.01,35.877,2.650409102,18.85347276,8.490093406,959.3604121,0.347811227,3.26,20518382000,-549792,0.787956593,71.881,30,74.316,1.71763E+11,1.835759685
China,CHN,2001,YR2001,55.75787186,96.98531342,50.00999,37.093,2.774762197,19.10496812,8.335733478,1053.112272,0.719125609,3.8,17401000000,-485419,0.726380638,72.606,27.9,73.375,2.20057E+11,1.983086244
China,CHN,2002,YR2002,55.82113207,97.21701813,50.01,38.425,2.964821228,19.3564539,9.13363079,1148.514188,-0.731970902,4.24,35421997980,-477885,0.669999568,72.985,25.7,72.507,2.97739E+11,2.059364653
China,CHN,2003,YR2003,55.88438929,97.44718933,49.1,39.776,3.434036479,19.60793869,10.03803048,1288.637543,1.127603487,4.58,43051582861,-527837,0.622860936,73.371,23.5,71.71,4.16199E+11,1.996288936
China,CHN,2004,YR2004,55.94764475,97.68283081,46.89999,41.144,3.945154871,19.85942287,10.11362138,1508.667946,3.824637431,4.49,68940960689,-458505,0.593932815,73.748,21.4,71.23,6.22949E+11,1.938508233
China,CHN,2005,YR2005,56.01090318,97.93093872,44.8,42.522,4.467696361,20.11090813,11.39459181,1753.414263,1.776414077,4.52,1.32378E+11,-519752,0.58812499,74.111,19.5,70.652,8.3141E+11,1.871858023
China,CHN,2006,YR2006,56.07415984,98.19830322,42.6,43.868,4.910276197,20.36239278,12.72095567,2099.219342,1.649430995,4.43,2.31843E+11,-473105,0.558374367,74.504,17.7,70.154,1.08076E+12,1.869591636
China,CHN,2007,YR2007,56.1374177,98.4865036,40.8,45.199,5.306368006,20.61387789,14.23086093,2693.958555,4.816767674,4.35,3.53183E+11,-438846,0.522271866,74.762,16.2,69.64,1.54636E+12,1.750164585
China,CHN,2008,YR2008,56.20067197,98.79193878,39.59999,46.539,5.435079096,20.86536169,9.65067892,3468.327063,5.92525137,4.59,4.20569E+11,-469093,0.512386932,74.872,14.8,68.886,1.96604E+12,1.716042546
China,CHN,2009,YR2009,56.26392504,99.11075592,38.09999,47.88,5.798319938,21.11684505,9.398725632,3832.227428,-0.728165251,4.72,2.43257E+11,-350365,0.497381401,75.343,13.6,68.205,2.4529E+12,1.893523796
China,CHN,2010,YR2010,56.18347308,99.7,36.7,49.226,6.335419767,21.36832885,10.63587106,4550.473924,3.175324753,4.53,2.3781E+11,-216417,0.482959689,75.599,12.5,67.746,2.91371E+12,1.733519862
China,CHN,2011,YR2011,56.10366022,99.88720703,34.80001,50.511,6.901347326,21.57462737,9.550832179,5614.385739,5.553898923,4.55,1.36097E+11,-147585,0.546457595,75.903,11.5,67.636,3.25467E+12,1.659082516
China,CHN,2012,YR2012,56.02352781,99.94743347,33.60001,51.765,7.04520023,21.78092589,7.863736449,6300.582352,2.619524326,4.58,2.15392E+11,-124641,0.678345459,76.192,10.6,67.185,3.38751E+12,1.700942672
China,CHN,2013,YR2013,55.94339539,99.99295044,31.39999,53.013,7.320154925,21.9872244,7.766150098,7020.385682,2.621050017,4.6,1.48204E+11,-137444,0.666072978,76.452,9.7,66.751,3.88037E+12,1.714340923
China,CHN,2014,YR2014,55.86326298,100,29.49999,54.259,7.304712872,22.19352292,7.425763656,7636.074223,1.921641628,4.63,2.36047E+11,-198432,0.63032639,76.717,8.9,66.425,3.90004E+12,1.738409288
China,CHN,2015,YR2015,55.78313057,100,28.59174,55.5,7.145131535,22.39982144,7.041328879,8016.446016,1.437023809,4.65,2.93022E+11,-155379,0.581456147,76.977,8.2,66.078,3.40525E+12,1.776771069
China,CHN,2016,YR2016,55.70300409,100,27.7,56.736,7.105479936,22.63049793,6.848762205,8094.390375,2.000001822,4.56,1.91337E+11,-153054,0.573050906,77.218,7.6,65.739,3.09766E+12,1.76888659
China,CHN,2017,YR2017,55.62287167,100,26.98,57.96,7.226160154,22.83070681,6.947200793,8817.045496,1.593136001,4.47,1.88676E+11,-180592,0.605245013,77.248,7,65.295,3.23568E+12,1.711242644
China,CHN,2018,YR2018,55.54273924,100,26.0337,59.152,7.533193134,23.03091218,6.749773832,9905.406118,2.0747904,4.31,24130909184,-296674,0.467672053,77.744,6.4,64.887,3.16822E+12,1.673578209
China,CHN,2019,YR2019,55.46264943,100,25.30706,60.308,7.645435786,23.23111754,5.950500754,10143.86021,2.899234164,4.56,1.0291E+11,-302609,0.35474089,77.968,5.9,64.307,3.22289E+12,1.682911012
China,CHN,2020,YR2020,55.46264943,100,24.85378,61.428,7.756137907,23.4313229,2.238638356,10408.71912,2.419421895,5,2.48836E+11,-33649,0.23804087,78.077,5.5,61.714,3.35724E+12,1.756699471
China,CHN,2021,YR2021,55.46264943,100,24.40598,62.512,..,23.63152827,8.447478293,12617.50499,0.981015136,4.55,3.52886E+11,-200194,0.0892522,78.211,5.1,64.056,3.42793E+12,1.613073864
China,CHN,2022,YR2022,..,..,..,63.56,..,..,2.990804598,12720.21564,1.973575557,4.886,4.01855E+11,..,-0.013099501,..,..,63.634,3.30684E+12,1.595380743
Cuba,CUB,1998,YR1998,62.141527,..,24.81777,74.855,2.457231707,21.97020484,0.159146052,2332.508217,..,6.23,..,-32396,0.323431498,75.564,7.6,48.569,..,..
Cuba,CUB,1999,YR1999,62.01117318,..,23.29763,75.089,2.529201649,22.32122905,6.188755304,2562.274105,..,6.26,..,-30770,0.32877557,75.893,7.3,48.788,..,..
Cuba,CUB,2000,YR2000,61.02420857,97,22.68737,75.323,2.553001403,22.67225326,5.914760174,2752.203783,..,5.45,..,-24942,0.321944588,76.183,7,49.436,..,..
Cuba,CUB,2001,YR2001,61.97392924,96.21025085,21.65646,75.555,2.465642056,23.13500931,3.185029904,2844.244437,..,4.08,..,-22329,0.299718119,76.421,6.8,50.272,..,..
Cuba,CUB,2002,YR2002,62.54347213,95.5,21.65648,75.785,2.365566639,23.82178776,1.424821261,3007.193074,..,3.31,..,-23874,0.277231369,76.612,6.5,50.723,..,..
Cuba,CUB,2003,YR2003,62.38721805,96.47699738,21.65648,75.947,2.288427843,24.28665414,3.792740223,3205.688398,..,2.33,..,-19525,0.260768627,76.773,6.3,51.388,..,..
Cuba,CUB,2004,YR2004,61.34761771,96.61506653,21.16473,76.041,2.259611196,24.75143314,5.77053807,3403.296163,..,1.85,..,-13532,0.232575968,76.912,6.1,51.877,..,..
Cuba,CUB,2005,YR2005,62.35437805,96.76560974,20.24986,76.134,2.340177238,25.2113867,11.20165642,3791.873006,..,1.95,..,-11973,0.185302193,77.047,5.9,52.284,..,..
Cuba,CUB,2006,YR2006,62.29446585,96.93540955,20.02061,76.227,2.378215073,25.68072912,12.06586311,4336.87333,..,1.91,..,-9462,0.128992466,77.179,5.7,52.802,..,..
Cuba,CUB,2007,YR2007,62.19466366,97.12604523,18.74191,76.32,2.45588088,26.14524615,7.262136966,4814.854876,..,1.79,..,-14434,0.082172997,77.307,5.5,53.176,..,..
Cuba,CUB,2008,YR2008,61.69673055,97.33390808,18.57442,76.413,2.371909853,26.61217587,4.116828042,4992.824494,..,1.58,..,-24636,0.059627893,77.429,5.4,53.472,..,..
Cuba,CUB,2009,YR2009,61.19691845,97.55515289,18.72773,76.505,2.391133355,27.0791056,1.451305431,5094.437562,..,1.67,..,-30328,0.058298406,77.548,5.2,54.671,..,3.380960052
Cuba,CUB,2010,YR2010,60.70274333,97.78595734,18.60079,76.597,2.489722036,27.54603533,2.390352297,5275.532601,..,2.5,..,-27718,0.064074845,77.661,5.1,53.625,..,3.326856112
Cuba,CUB,2011,YR2011,59.96275605,98.02246094,19.68823,76.689,2.441544212,27.90863068,2.802300836,6106.006792,..,3.18,..,-28752,0.073424709,77.76,4.9,53.813,..,3.084505001
Cuba,CUB,2012,YR2012,60.06244784,98.26083374,19.26073,76.781,2.536932027,28.43720991,3.014900289,6467.337914,..,3.46,..,-17531,0.093595194,77.833,4.8,53.778,..,3.937599978
Cuba,CUB,2013,YR2013,60.85492228,98.49723816,18.6143,76.827,2.549971166,29.58357321,2.747602563,6814.243844,..,3.29,..,-15301,0.108603883,77.87,4.7,53.981,..,3.512728781
Cuba,CUB,2014,YR2014,60.36223803,98.72861481,18.89955,76.861,2.354133321,30.12497597,1.047576632,7117.52691,..,2.7,..,-14543,0.092232567,77.853,4.6,54.347,..,3.536004761
Cuba,CUB,2015,YR2015,59.94524496,98.95500946,18.64825,76.896,2.575844183,30.58597502,4.438141959,7683.757891,..,2.4,..,-14372,0.069407446,77.772,4.5,54.698,..,3.083791445
Cuba,CUB,2016,YR2016,59.8490965,99.17726135,18.34593,76.93,2.396082811,31.1514802,0.513761468,8055.889907,..,2,..,-14454,0.018675679,77.643,4.4,54.941,..,3.072187925
Cuba,CUB,2017,YR2017,60.69364162,99.39618683,18.0818,76.977,2.31478145,31.23314066,1.809054399,8543.360968,..,1.7,..,-14498,-0.049447897,77.529,4.3,55.186,..,2.872403239
Cuba,CUB,2018,YR2018,60.69364162,99.61262512,17.81512,77.037,2.354698575,31.23314066,2.248480393,8831.907222,..,1.7,..,-14219,-0.072015237,77.496,4.2,55.285,..,2.876207372
Cuba,CUB,2019,YR2019,61.66666667,99.8,17.46173,77.109,2.157740903,31.23314066,-0.164839982,9139.415856,..,1.2,..,-13686,-0.101983052,77.611,4.2,55.558,..,..
Cuba,CUB,2020,YR2020,61.66666667,99.93264008,18.0478,77.194,2.152769678,31.23314066,-10.94834097,9499.590202,..,1.4,..,-7068,-0.141475202,77.567,4.1,51.21,..,..
Cuba,CUB,2021,YR2021,61.66666667,100,17.72127,77.292,..,31.23314066,1.254092864,..,..,1.473,..,-7068,-0.393012542,73.683,4,52.424,..,..
Cuba,CUB,2022,YR2022,..,..,..,77.401,..,..,..,..,..,1.386,..,..,-0.393269983,..,..,53.815,..,..
Denmark,DNK,1998,YR1998,66.8,100,3.706607,85.06,11.25713324,14.0892,2.218158742,33368.00962,1.84565122,5.04,-2008094992,13972,0.363162524,76.13902439,4.9,61.895,15880864795,1.608026388
Denmark,DNK,1999,YR1999,66.1,100,3.321635,85.086,10.65964724,14.1896,2.948022161,33440.60306,2.497795444,5.14,3047192197,13391,0.330886246,76.34146341,4.8,62.418,22908487684,1.564854723
Denmark,DNK,2000,YR2000,66.175,100,3.668206,85.1,9.851270204,14.29,3.746862595,30743.3797,2.903282032,4.48,2261835982,12536,0.334233619,76.59268293,4.7,62.604,15695951233,1.457444051
Denmark,DNK,2001,YR2001,66.9,100,3.548288,85.15,10.12270883,14.327225,0.823152998,30751.58969,2.337870003,4.16,4848072420,11934,0.358315679,76.79268293,4.6,62.44,17702199723,1.53238072
Denmark,DNK,2002,YR2002,66.625,100,3.212889,85.25,10.01495369,14.36445,0.466345571,33228.63392,2.424436612,4.27,3460409557,11518,0.319487125,76.89512195,4.5,62.837,27719142484,1.508149852
Denmark,DNK,2003,YR2003,66.45,100,3.294945,85.36,10.98844019,14.401675,0.390058556,40458.94117,2.075078206,5.4,6963066045,11337,0.272010444,77.14390244,4.4,61.944,37997724766,1.46685125
Denmark,DNK,2004,YR2004,66.15,100,3.271712,85.566,9.941228856,14.4389,2.668219267,46511.93475,1.154356931,5.2,5940838083,11366,0.258432282,77.49268293,4.2,62.502,40020822397,1.423704234
Denmark,DNK,2005,YR2005,67.675,100,3.182522,85.856,9.263313941,14.476125,2.336641308,48799.74423,1.817814583,4.83,11007384394,11693,0.275481733,77.84390244,4.1,62.479,34028012497,1.3114885
Denmark,DNK,2006,YR2006,67.75,100,3.088313,86.098,10.69175866,14.51335,3.913007978,52027.18907,1.924221385,3.9,9461656812,12217,0.328645159,78.09512195,3.9,63.359,31083835098,1.377492014
Denmark,DNK,2007,YR2007,66.575,100,2.963834,86.293,9.779732005,14.550575,0.909238928,58487.04601,1.693265862,3.8,4841519013,13067,0.443466054,78.19512195,3.8,63.213,34318338718,1.307246829
Denmark,DNK,2008,YR2008,66.7,100,2.705849,86.487,9.124710278,14.5878,-0.512016745,64321.67448,3.416267943,3.68,10413116838,14111,0.58754759,78.44634146,3.6,62.685,42326707927,1.35500459
Denmark,DNK,2009,YR2009,65.85,100,2.759313,86.654,8.67875711,14.625025,-4.90654773,58163.63853,1.30470991,6.41,11323461379,15469,0.535079062,78.59756098,3.6,60.263,76617709422,1.350178625
Denmark,DNK,2010,YR2010,65.65,100,2.54375,86.795,8.674756651,14.66225,1.870991147,58041.39844,2.31092437,7.75,21051011384,17037,0.444197155,79.1,3.5,58.579,76510022326,1.398621787
Denmark,DNK,2011,YR2011,67.25,100,2.394497,86.957,7.736727934,14.8532,1.336777767,61753.64713,2.758682261,7.77,22681953274,18519,0.411737855,79.8,3.5,58.151,84955222078,1.313531285
Denmark,DNK,2012,YR2012,65.6,100,2.637185,87.142,6.834607513,15.04415,0.226499792,58507.50805,2.397914857,7.8,20460990723,19732,0.376272243,80.05121951,3.5,57.45,89697829678,1.351818973
Denmark,DNK,2013,YR2013,65.7,100,2.593586,87.292,7.11686268,15.2351,0.933340972,61191.1937,0.78907178,7.38,26685645940,20779,0.416901361,80.3,3.5,56.887,88676584007,1.227252
Denmark,DNK,2014,YR2014,66.315775,100,2.48023,87.41,6.347153128,15.42605,1.619393811,62548.98473,0.56402054,6.93,31353332576,21670,0.507053283,80.7,3.5,57.015,75391887669,1.149273286
Denmark,DNK,2015,YR2015,65.847475,100,2.49157,87.526,5.930324767,15.617,2.342591108,53254.85637,0.452034154,6.28,24953251921,22368,0.70642385,80.70243902,3.5,57.469,65185093406,1.111446012
Denmark,DNK,2016,YR2016,65.6275,100,2.334181,87.642,6.169734341,15.6165,3.245956985,54663.99837,0.25,5.99,24312984241,22859,0.780392644,80.85365854,3.5,57.957,64215805620,1.147637617
Denmark,DNK,2017,YR2017,65.7825,100,2.110608,87.757,5.756134453,15.64,2.821736341,57610.09818,1.14713217,5.83,26734105170,23188,0.643350904,81.10243902,3.4,58.122,75244445866,1.138233254
Denmark,DNK,2018,YR2018,65.8125,100,2.191685,87.874,5.718912959,15.664,1.989537315,61591.92887,0.813609467,5.13,25762026084,23337,0.495838926,80.95365854,3.3,58.649,70942078374,1.277539272
Denmark,DNK,2019,YR2019,65.649125,100,2.222975,87.994,5.107386426,15.6875,1.493486959,59592.98069,0.758131573,5.02,30550146962,23305,0.358130916,81.45121951,3.3,59.239,66835547934,1.295092381
Denmark,DNK,2020,YR2020,65.499675,100,2.114526,88.116,4.691237308,15.711,-1.994607569,60915.4244,0.420711974,5.64,28732287241,23076,0.291641177,81.60243902,3.2,58.522,72823350927,1.375348945
Denmark,DNK,2021,YR2021,65.45,100,2.044793,88.24,..,15.7345,4.855707586,68007.75667,1.85304544,5.06,36630337567,22746,0.433414489,81.40487805,3.1,59.375,82235844736,1.324227102
